year,district,candidate,candidate_norm,candidate_key,document_count,has_pdf,form_type_detected,filed_as,office_sought,ballot_name,race_ethnicity_self_reported,tribe_native_corporation_self_reported,education_background,candidate_committee,filing_method,parse_method,is_non_candidate_row,name_candidate_filings,match_method_candidate_filings,has_candidate_filings,name_report2025,match_method_report2025,has_report2025,name_portland_contributions,match_method_portland_contributions,has_portland_contributions,name_orestar,match_method_orestar,has_orestar,filing_status,filing_date,campaign_website,occupation,occupational_background,prior_govt_experience,public_funding_program,needs_manual_review,source_count,expected_source_count,all_expected_sources,coverage_status
2024,2,Michelle DePass,michelle depass,2024|2|michelle depass,1,True,candidate_filing_application,Original,Councilor District 2 (4-Year Term),Michelle DePass Page 2: Candidate Information,"Black or African American | Hispanic, Latino, Latina, or Latinx",,"[{""school"": ""Metropolitan Learning Center"", ""last_grade_completed"": ""12"", ""credential"": ""High School"", ""course_of_study"": """"}, {""school"": ""Portland Community College"", ""last_grade_completed"": ""-"", ""credential"": ""-"", ""course_of_study"": ""Prerequisites/xfer to PSU""}, {""school"": ""Portland State University"", ""last_grade_completed"": ""-"", ""credential"": ""BS"", ""course_of_study"": ""Community Development""}, {""school"": ""Bainbridge Graduate Institute"", ""last_grade_completed"": ""-"", ""credential"": ""-"", ""course_of_study"": ""Sustainable Business""}]",I have reviewed the above State campaign finance,,text_layer,False,Michelle DePass,canonical_source,True,Michelle DePass,exact_normalized_name,True,Michelle DePass,exact_normalized_name,True,DePass,unique_token_containment,True,Qualified,"August 26, 2024",https://depassforportland.com/,"Climate Policy Team, City of Portland Bureau of Planning and Sustainability","Senior Management Analyst, Community Engagement and Policy Coordinator, City of Portland Housing, Senior Analyst, Minority, Women, Emerging Small Business, Metro Regional Government, Senior Energy Analyst, The Cadmus Group","Current Vice Chair/Former Chair of Portland Public Schools Board of Education, Budget Advisory Committees for Housing and Planning and Sustainability, Former Director Irvington Neighborhood Association",I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,2,Nabil Zaghloul,nabil zaghloul,2024|2|nabil zaghloul,1,True,unrecognized_or_scanned,,,,,,,,,text_layer,False,Nabil Zaghloul,canonical_source,True,Nabil Zaghloul,exact_normalized_name,True,Nabil Zaghloul,exact_normalized_name,True,Zaghloul,unique_token_containment,True,Qualified,"August 16, 2024",,,,,,True,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,2,Nat West,nat west,2024|2|nat west,2,True,unrecognized_or_scanned,,,,,,,,,ocr_fallback,False,Nat West,canonical_source,True,Nat West,exact_normalized_name,True,Nat West,exact_normalized_name,True,West,unique_token_containment,True,Qualified,"July 31, 2024",,,,,,True,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,2,Reuben Berlin,reuben berlin,2024|2|reuben berlin,1,True,candidate_filing_application,Original,Councilor District 2 (4-Year Term),Reuben Berlin Page 2: Candidate Information,White | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""University of Oregon"", ""last_grade_completed"": """", ""credential"": ""Bachelor of Science"", ""course_of_study"": ""Political Science""}]",I have reviewed the above State campaign finance,,text_layer,False,Reuben Berlin,canonical_source,True,Reuben Berlin,exact_normalized_name,True,Reuben Berlin,exact_normalized_name,True,Berlin,unique_token_containment,True,Qualified,"August 23, 2024",www.reubenberlin.com,Organic Commodities Trader,Banker,,I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,2,Sam Sachs,sam sachs,2024|2|sam sachs,2,True,unrecognized_or_scanned,,,,,,,,,ocr_fallback,False,Sam Sachs,canonical_source,True,Sam Sachs,exact_normalized_name,True,Sam Sachs,exact_normalized_name,True,Sachs,unique_token_containment,True,Qualified,"August 6, 2024",,,,,,True,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,2,Sameer Kanal,sameer kanal,2024|2|sameer kanal,1,True,candidate_filing_application,Original,Councilor District 2 (4-Year Term),Sameer Kanal Page 2: Candidate Information,Asian or Asian American | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""Clark College"", ""last_grade_completed"": """", ""credential"": ""A.A."", ""course_of_study"": ""International Relations, Economics""}, {""school"": ""University of Washington"", ""last_grade_completed"": """", ""credential"": ""B.A."", ""course_of_study"": ""Political Science, Economics""}, {""school"": ""New York University"", ""last_grade_completed"": """", ""credential"": ""M.S."", ""course_of_study"": ""Global Affairs (Human Rights and International Law)""}]",I have reviewed the above State campaign finance,,text_layer,False,Sameer Kanal,canonical_source,True,Sameer Kanal,exact_normalized_name,True,Sameer Kanal,exact_normalized_name,True,Kanal,unique_token_containment,True,Qualified,"August 27, 2024",www.kanalforportland.com,"Inclusive Policy Manager, Public Safety Service Area, City of Portland","Advisory Boards and Commissions Manager, Community Safety Division, City of Portland Police Accountability Commission Project Manager, Community Safety Division, City of Portland Executive Director / Program Director, Northwest Association for Global Affairs Regional Political Director - DFW, Texas American Federation of Teachers (AFT) Writer and Reporter, Reaching Critical Will, Women's International League for Peace and Freedom Research Associate, Lawyers Committee on Nuclear Policy Project Associate, Mapping the Arms Trade Treaty, Oxfam International Logistics Consultant, Criminalization of Sexuality and Reproduction Project, Amnesty International Legislative Coordinator, Office of Government Relations, Associated Students of the University of Washington","Member, Portland Parks & Recreation Board Advisory Boards and Commissions Manager, Community Safety Division, City of Portland Police Accountability Commission Project Manager, Community Safety Division, City of Portland Accessible Voting Unit Operator, King County Elections",I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,2,Tiffani Penson,tiffani penson,2024|2|tiffani penson,1,True,unrecognized_or_scanned,,,,,,,,,ocr_fallback,False,Tiffani Penson,canonical_source,True,Tiffani Penson,exact_normalized_name,True,Tiffani Penson,exact_normalized_name,True,Penson,unique_token_containment,True,Qualified,"June 5, 2024",,,,,,True,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,2,Will Mespelt,will mespelt,2024|2|will mespelt,1,True,candidate_filing_application,Original,Councilor District 2 (4-Year Term),Will Mespelt Page 2: Candidate Information,White | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""North Carolina State University"", ""last_grade_completed"": ""Graduate"", ""credential"": ""Diploma"", ""course_of_study"": ""Public and Interpersonal Communication""}]",I have reviewed the above State campaign finance,,text_layer,False,Will Mespelt,canonical_source,True,Will Mespelt,exact_normalized_name,True,William Mespelt,human_review_match,True,Mespelt,unique_token_containment,True,Qualified,"August 22, 2024",portlandwithwill.com,Property Manager,Property Manager,,I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,3,Ahlam K Osman,ahlam k osman,2024|3|ahlam k osman,1,True,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Ahlam K Osman Page 2: Candidate Information,Black or African American | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""Portland State University"", ""last_grade_completed"": ""Senior"", ""credential"": """", ""course_of_study"": ""B.A Community Development""}]",I have reviewed the above State campaign finance,,text_layer,False,Ahlam K Osman,canonical_source,True,Ahlam K Osman,exact_normalized_name,True,Ahlam Osman,unique_token_containment,True,Osman,unique_token_containment,True,Qualified,"August 27, 2024",https://ahlam4pdx.com/,Employed,Former AYCO employee.,Multnomah Youth Commission,I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,3,Angelita Morillo,angelita morillo,2024|3|angelita morillo,1,True,unrecognized_or_scanned,,,,,,,,,ocr_fallback,False,Angelita Morillo,canonical_source,True,Angelita Morillo,exact_normalized_name,True,Angelita Morillo,exact_normalized_name,True,Morillo,unique_token_containment,True,Qualified,"July 3, 2024",,,,,,True,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,3,Brian Conley,brian conley,2024|3|brian conley,1,True,unrecognized_or_scanned,,,,,,,,,ocr_fallback,False,Brian Conley,canonical_source,True,Brian Conley,exact_normalized_name,True,,,False,Conley,unique_token_containment,True,Qualified,"August 5, 2024",,,,,,True,3,4,False,candidate_filings+report2025+orestar
2024,3,Chris Flanary,chris flanary,2024|3|chris flanary,1,True,candidate_filing_application,Original,Councilor District 3 (2-Year Term),(Chris) Flanary Page 2: Candidate Information,White | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""College of Charleston"", ""last_grade_completed"": ""Fourth year of four year program"", ""credential"": ""Bachelor of Science"", ""course_of_study"": ""Sociology with a minor in Women's and Gender Studies""}, {""school"": ""Clemson University"", ""last_grade_completed"": ""Third semester of four semester program"", ""credential"": ""incomplete"", ""course_of_study"": ""Applied Sociology""}]",I have reviewed the above State campaign finance,,text_layer,False,Chris Flanary,canonical_source,True,Chris Flanary,exact_normalized_name,True,Chris Flanary,exact_normalized_name,True,Flanary,unique_token_containment,True,Qualified,"August 8, 2024",www.chrisforportland.com,Housing Program Specialist with City of Portland,"Project Coordinator (affordable housing nonprofit), AmeriCorps VISTA",,I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,3,Christopher Brummer,christopher brummer,2024|3|christopher brummer,1,True,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Christopher Brummer Page 2: Candidate Information,White | 3 / 8,,"[{""school"": ""Portland Public Schools"", ""last_grade_completed"": ""K-12"", ""credential"": ""Diploma"", ""course_of_study"": """"}, {""school"": ""Portland State University"", ""last_grade_completed"": """", ""credential"": ""Bachelor of Arts"", ""course_of_study"": """"}]",I have reviewed the above State campaign finance,,text_layer,False,Christopher Brummer,canonical_source,True,Christopher Brummer,exact_normalized_name,True,,,False,,,False,Qualified,"August 22, 2024",,Member of the proletariat.,Member of the proletariat.,Subject to it.,I have reviewed the above campaign finance,False,2,4,False,candidate_filings+report2025
2024,3,Clifford Higgins,clifford higgins,2024|3|clifford higgins,1,True,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Clifford Higgins Page 2: Candidate Information,"American Indian or Alaskan Native (if selected, a text | your Tribe or Native Corporation, if desired)","American Indian or Alaskan Native (if selected, a text","[{""school"": ""Lewis & Clark Law School"", ""last_grade_completed"": ""Graduated"", ""credential"": ""Juris Doctor"", ""course_of_study"": ""Law""}, {""school"": ""Portland State University"", ""last_grade_completed"": ""Graduated"", ""credential"": ""Bachelors"", ""course_of_study"": ""English, Anthropology""}]",I have reviewed the above State campaign finance,,text_layer,False,Clifford Higgins,canonical_source,True,Clifford Higgins,exact_normalized_name,True,,,False,,,False,Qualified,"August 27, 2024",,Not Employed,Communications Manager for Metro,,I have reviewed the above campaign finance,False,2,4,False,candidate_filings+report2025
2024,3,Cristal Azul Otero,cristal azul otero,2024|3|cristal azul otero,1,True,unrecognized_or_scanned,,,,,,,,,ocr_fallback,False,Cristal Azul Otero,canonical_source,True,Cristal Azul Otero,exact_normalized_name,True,,,False,,,False,Qualified,"August 27, 2024",,,,,,True,2,4,False,candidate_filings+report2025
2024,3,Dan Gilk,dan gilk,2024|3|dan gilk,1,True,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Dan Gilk Page 2: Candidate Information,White | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""Northwestern University"", ""last_grade_completed"": ""4-year university"", ""credential"": ""Bachelors of Science"", ""course_of_study"": ""Computer Engineering""}]",I have reviewed the above State campaign finance,,text_layer,False,Dan Gilk,canonical_source,True,Dan Gilk,exact_normalized_name,True,Dan Gilk,exact_normalized_name,True,,,False,Qualified,"August 19, 2024",danforportland.com,Not Employed,Software Engineer,,I have reviewed the above campaign finance,False,3,4,False,candidate_filings+report2025+portland_contributions
2024,3,Daniel DeMelo,daniel demelo,2024|3|daniel demelo,1,True,unrecognized_or_scanned,,,,,,,,,ocr_fallback,False,Daniel DeMelo,canonical_source,True,Daniel DeMelo,exact_normalized_name,True,,,False,DeMelo,unique_token_containment,True,Qualified,"July 5, 2024",,,,,,True,3,4,False,candidate_filings+report2025+orestar
2024,3,David O'Connor,david o connor,2024|3|david o connor,1,True,candidate_filing_application,Original,Councilor District 3 (2-Year Term),David O'Connor Page 2: Candidate Information,White | 3 / 8,,"[{""school"": ""University of Wisconsin - Stout"", ""last_grade_completed"": ""5 years"", ""credential"": ""Not Graduated"", ""course_of_study"": ""Hotel Restaurant and Toursim Managment""}]",I have reviewed the above State campaign finance,,text_layer,False,David O'Connor,canonical_source,True,David O'Connor,exact_normalized_name,True,,,False,,,False,Qualified,"June 24, 2024",,Assistant General Manager of Hotel deLuxe,Housekeeping Manager at Multnomah Athletic Club. Director of Housekeeping at the Hotel Vintage,,I have reviewed the above campaign finance,False,2,4,False,candidate_filings+report2025
2024,3,Harrison Kass,harrison kass,2024|3|harrison kass,1,True,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Harrison Kass Page 2: Candidate Information,Prefer Not to Answer | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""New York University"", ""last_grade_completed"": ""MA"", ""credential"": ""MA"", ""course_of_study"": ""International Relations and Global Journalism""}, {""school"": ""University of Oregon School of Law"", ""last_grade_completed"": ""JD"", ""credential"": ""JD"", ""course_of_study"": ""Jurisprudence""}, {""school"": ""Lake Forest College"", ""last_grade_completed"": ""BA"", ""credential"": ""BA"", ""course_of_study"": ""History Major, Cinema Studies Minor""}, {""school"": ""Newtown High School"", ""last_grade_completed"": ""12"", ""credential"": ""HS"", ""course_of_study"": """"}]",I have reviewed the above State campaign finance,,text_layer,False,Harrison Kass,canonical_source,True,Harrison Kass,exact_normalized_name,True,Harrison Kass,exact_normalized_name,True,Kass,unique_token_containment,True,Qualified,"August 27, 2024",kassforpdx.com,Policy Advisor - Office of Commissioner Rene Gonzalez,Government; Attorney; Journalist; Misc.,,I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,3,Heart Free Pham,heart free pham,2024|3|heart free pham,2,True,candidate_filing_application,Amendment,Councilor District 3 (2-Year Term),Heart Free Pham Page 2: Candidate Information,Asian or Asian American | White,,"[{""school"": ""University of Puget Sound"", ""last_grade_completed"": ""Senior Year"", ""credential"": ""Bachelor of Science"", ""course_of_study"": ""Biochemistry""}, {""school"": ""Benson Polytechnic High School"", ""last_grade_completed"": ""12th"", ""credential"": ""Diploma"", ""course_of_study"": ""Health Occupations""}]",I have reviewed the above State campaign finance,,text_layer,False,Heart Free Pham,canonical_source,True,Heart Free Pham,exact_normalized_name,True,,,False,,,False,Qualified,"August 12, 2024",,Rail Road Conductor,English as a Second Language Teacher,Community Organizer - Bernie Sanders 2016 Presidential Campaign,I have reviewed the above campaign finance,False,2,4,False,candidate_filings+report2025
2024,3,Jaclyn Smith-Moore,jaclyn smith moore,2024|3|jaclyn smith moore,1,True,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Jaclyn Smith-Moore Page 2: Candidate Information,White | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""Lakeland Christian Academy"", ""last_grade_completed"": ""12"", ""credential"": ""High School Deploma"", ""course_of_study"": """"}, {""school"": ""Indiana University Purdue University Fort Wayne (IPFW)"", ""last_grade_completed"": """", ""credential"": """", ""course_of_study"": ""Graphic Design""}]",I have reviewed the above State campaign finance,,text_layer,False,Jaclyn Smith-Moore,canonical_source,True,Jaclyn Smith-Moore,exact_normalized_name,True,,,False,,,False,Qualified,"July 17, 2024",https://jaclyn4pdx.com/,"Senior Web Developer, Paid","Senior Web Developer, Paid",,I have reviewed the above campaign finance,False,2,4,False,candidate_filings+report2025
2024,3,Jesse Cornett,jesse cornett,2024|3|jesse cornett,1,True,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Jesse Cornett Page 2: Candidate Information,White | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""Portland State University"", ""last_grade_completed"": ""Master's program"", ""credential"": ""Master of Public Administration"", ""course_of_study"": """"}]",I have reviewed the above State campaign finance,,text_layer,False,Jesse Cornett,canonical_source,True,Jesse Cornett,exact_normalized_name,True,Jesse Cornett,exact_normalized_name,True,Cornett,unique_token_containment,True,Qualified,"July 5, 2024",cornettforportland.com,"Policy and Advocacy Director, Oregon Recovers","I have worked 19 out of the past 24 years in policy process or electoral politics, including serving as a top aide to Senator Bernie Sanders during his 2020 presidential race. I have also owned and operated businesses.",,I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,3,John Sweeney,john sweeney,2024|3|john sweeney,1,True,unrecognized_or_scanned,,,,,,,,,ocr_fallback,False,John Sweeney,canonical_source,True,John Sweeney,exact_normalized_name,True,,,False,,,False,Qualified,"August 27, 2024",,,,,,True,2,4,False,candidate_filings+report2025
2024,3,Jonathan (Jon) Walker,jonathan jon walker,2024|3|jonathan jon walker,2,True,candidate_filing_application,Amendment,Councilor District 3 (2-Year Term),Jonathan (Jon) Walker Page 2: Candidate Information,White | 3 / 8,,"[{""school"": ""Portland State University"", ""last_grade_completed"": ""Masters"", ""credential"": ""Master's Degree"", ""course_of_study"": ""Public Policy""}, {""school"": ""Wesleyan University"", ""last_grade_completed"": """", ""credential"": ""Bachelor's Degree"", ""course_of_study"": ""Chemistry""}]",I have reviewed the above State campaign finance,,text_layer,False,Jonathan (Jon) Walker,canonical_source,True,Jonathan (Jon) Walker,exact_normalized_name,True,Jonathan Walker,unique_token_containment,True,Walker,unique_token_containment,True,Qualified,"August 26, 2024",Walkerforportland.com,Policy Analyst at the Oregon Health Authority Office of Actuarial and Financial Analytic,,,I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,3,Kelly Janes (KJ),kelly janes kj,2024|3|kelly janes kj,1,True,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Kelly Janes (KJ) Page 2: Candidate Information,White | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""UC Berkeley"", ""last_grade_completed"": """", ""credential"": ""BA Anthropology"", ""course_of_study"": ""Social Anthropology & Native American Studies""}, {""school"": ""NYU"", ""last_grade_completed"": """", ""credential"": """", ""course_of_study"": ""Continuing Education, Energy and Environment""}]",I have reviewed the above State campaign finance,,text_layer,False,Kelly Janes (KJ),canonical_source,True,Kelly Janes (KJ),exact_normalized_name,True,Kelly Janes,unique_token_containment,True,Janes,unique_token_containment,True,Qualified,"August 27, 2024",https://kj4pdx.com,"Small Business Owner, Web Design & Development; Chair/President, Foster-Powell Neighborhood Association; President, Benson TechBoosters","Small Business (Founder), Tech/Creative (Freelance), Legal IT (Business Analysis/Budget Supervisor), Education (Computer Teacher, Network Administrator, Department Chair), Tech Support","Communications Chair, Foster-Powell Neighborhood Association; Secretary, Benson TechBoosters",I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,3,Kenneth (Kent) R Landgraver III,kenneth kent r landgraver iii,2024|3|kenneth kent r landgraver iii,1,True,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Kenneth (Kent) R Landgraver III Page 2: Candidate Information,White | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""Oregon State University"", ""last_grade_completed"": ""Sophmore"", ""credential"": ""Degree"", ""course_of_study"": ""Chemical Engineering""}, {""school"": ""Lincoln High School"", ""last_grade_completed"": ""12th"", ""credential"": ""Diploma"", ""course_of_study"": ""Honors""}, {""school"": ""US Army Signal Corps School"", ""last_grade_completed"": ""48 weeks"", ""credential"": ""Certificate"", ""course_of_study"": ""Tactical Microwave Systems Repairer""}]",I have reviewed the above State campaign finance,,text_layer,False,Kenneth (Kent) R Landgraver III,canonical_source,True,Kenneth (Kent) R Landgraver III,exact_normalized_name,True,,,False,,,False,Qualified,"July 30, 2024",,"Scientific Instrument Technician, Oregon OSHA",Oregon Army National Guard - 31 years - Retired Operations Manager C&L Terminals,,I have reviewed the above campaign finance,False,2,4,False,candidate_filings+report2025
2024,3,Kezia Wanner,kezia wanner,2024|3|kezia wanner,2,True,candidate_filing_application,Amendment,Councilor District 3 (2-Year Term),Kezia Wanner Page 2: Candidate Information,Prefer Not to Answer | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""California State University Fullerton"", ""last_grade_completed"": ""Masters Degree"", ""credential"": ""Masters Degree"", ""course_of_study"": ""History""}, {""school"": ""University of Oregon"", ""last_grade_completed"": """", ""credential"": ""coursework"", ""course_of_study"": ""History""}, {""school"": ""Portland State Community College"", ""last_grade_completed"": """", ""credential"": ""coursework"", ""course_of_study"": ""Accounting""}, {""school"": ""Saddleback Community College"", ""last_grade_completed"": """", ""credential"": ""Associates Degree"", ""course_of_study"": ""General Studies""}]",I have reviewed the above State campaign finance,,text_layer,False,Kezia Wanner,canonical_source,True,Kezia Wanner,exact_normalized_name,True,,,False,Wanner,unique_token_containment,True,Qualified,"August 21, 2024",Keziaforportland.com,"Business Administration and Compliance Director, Oregon Department of Emergency Management","Deputy Director, Portland Fire Bureau Assistant City Manager, Newberg Oregon Deputy Director, Multnomah County Sheriff's Office Senior Budget Analyst, City of Portland Budget Office Program Manager/ Analyst, Portland Police Bureau",City of Woodburn City of Newberg City of Portland Multnomah County State of Oregon,I have reviewed the above campaign finance,False,3,4,False,candidate_filings+report2025+orestar
2024,3,Luke Zak,luke zak,2024|3|luke zak,1,True,unrecognized_or_scanned,,,,,,,,,ocr_fallback,False,Luke Zak,canonical_source,True,Luke Zak,exact_normalized_name,True,Luke Zak,exact_normalized_name,True,Zak,unique_token_containment,True,Qualified,"June 5, 2024",,,,,,True,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,3,Matthew (Matt) Anderson,matthew matt anderson,2024|3|matthew matt anderson,2,True,candidate_filing_application,Amendment,Councilor District 3 (2-Year Term),Matthew (Matt) Anderson Page 2: Candidate Information,Black or African American | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""California State Polytechnic University at Pomona"", ""last_grade_completed"": ""16"", ""credential"": ""BS"", ""course_of_study"": ""Mechanical Engineering""}, {""school"": ""Warner Pacific University"", ""last_grade_completed"": ""18"", ""credential"": ""MAT"", ""course_of_study"": ""Master of Art in Teaching""}]",I have reviewed the above State campaign finance,,text_layer,False,Matthew (Matt) Anderson,canonical_source,True,Matthew (Matt) Anderson,exact_normalized_name,True,Matthew Anderson,unique_token_containment,True,,,False,Qualified,"June 18, 2024",https://mrandersonfor3.org/,"Math Teacher, Parkrose High School","Leodis McDaniels High School, Math Teacher Central Catholic High School, Substitute Teacher INTEL CORPORATION, Product Support Engineer AMDOCS, Application Support Engineer JOHNSON CONTROLS, INC., Process Engineer Andy Adams’ Candy, Portland, Owner Big Brothers Big Sisters, Big Brother “SAY YES! TO LIFE” COMMUNITY COMPUTING CENTER, Los Angeles, CA, Founder","Airman, United States Airforce",I have reviewed the above campaign finance,False,3,4,False,candidate_filings+report2025+portland_contributions
2024,3,Melodie Beirwagen,melodie beirwagen,2024|3|melodie beirwagen,1,True,unrecognized_or_scanned,,,,,,,,,ocr_fallback,False,Melodie Beirwagen,canonical_source,True,Melodie Beirwagen,exact_normalized_name,True,,,False,,,False,Qualified,"August 20, 2024",,,,,,True,2,4,False,candidate_filings+report2025
2024,3,Mu-Yin Chen (Mollie),mu yin chen mollie,2024|3|mu yin chen mollie,2,True,unrecognized_or_scanned,,,,,,,,,text_layer,False,Mu-Yin Chen (Mollie),canonical_source,True,,,False,,,False,,,False,Candidacy Withdrawn,"August 12, 2024",,,,,,True,1,4,False,candidate_filings
2024,3,Patrick Hilton,patrick hilton,2024|3|patrick hilton,1,True,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Patrick Hilton Page 2: Candidate Information,White | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""University of Oregon"", ""last_grade_completed"": ""16"", ""credential"": ""BS Planning, Public Policy and Management"", ""course_of_study"": ""Urban Design""}, {""school"": ""Portland Community College"", ""last_grade_completed"": ""N/A"", ""credential"": """", ""course_of_study"": ""CAD Drafting/Building Construction Technology""}, {""school"": ""University of Illinois at Chicago"", ""last_grade_completed"": ""14"", ""credential"": ""N/A"", ""course_of_study"": ""Architecture""}, {""school"": ""Moraine Valley Community College"", ""last_grade_completed"": ""N/A"", ""credential"": ""Certificate of Mechanical Engineering"", ""course_of_study"": ""AutoCAD""}]",I have reviewed the above State campaign finance,,text_layer,False,Patrick Hilton,canonical_source,True,Patrick Hilton,exact_normalized_name,True,,,False,Hilton,unique_token_containment,True,Qualified,"August 23, 2024",https://www.instagram.com/votepatrickhilton4d3pdx,"Design/Build, Artist","Architectural Designer and Illustrator, Planning Assistant, Oregon Parks and Recreation Dept. (Park Ranger, Environmental Educator, Natural Resource Specialist) Portland Parks and Recreation (Park Host), PDX Main Streets Volunteer, Architectural Interpreter, Actor, Hospitality Arts",,I have reviewed the above campaign finance,False,3,4,False,candidate_filings+report2025+orestar
2024,3,Philippe Knab,philippe knab,2024|3|philippe knab,1,True,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Philippe Knab Page 2: Candidate Information,Prefer Not to Answer | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""Macalester College"", ""last_grade_completed"": ""graduated"", ""credential"": ""BA"", ""course_of_study"": """"}, {""school"": ""Brooklyn Law School"", ""last_grade_completed"": ""graduated"", ""credential"": ""JD"", ""course_of_study"": """"}]",I have reviewed the above State campaign finance,,text_layer,False,Philippe Knab,canonical_source,True,Philippe Knab,exact_normalized_name,True,Philippe Knab,exact_normalized_name,True,Knab,unique_token_containment,True,Qualified,"June 5, 2024",philippeforportland.com,"Reentry and Eviction Defense Program Manager, Washington State Office of Civil Legal Aid (Paid)","Public Defender- Bronx Defenders, Staff Attorney and Supervising Attorney-The Legal Aid Society, Supervising Attorney-New York City Commission on Human Rights, Managing Attorney-The Northwest Justice Project",Not Elected or Appointed but I worked at the New York City Commission on Human Rights as Supervising Attorney and Currently work as Reentry and Eviction Defense Program Manager for Washington State Office of Civil Legal Aid,I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,3,Rex Burkholder,rex burkholder,2024|3|rex burkholder,2,True,candidate_filing_application,Amendment,Councilor District 3 (2-Year Term),REX BURKHOLDER Page 2: Candidate Information,White | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""Portland State University"", ""last_grade_completed"": """", ""credential"": ""BS"", ""course_of_study"": ""Biology""}, {""school"": ""Tufts University"", ""last_grade_completed"": """", ""credential"": ""MA"", ""course_of_study"": ""Urban and Environmental Policy""}, {""school"": ""Harvard Kennedy School of Government"", ""last_grade_completed"": """", ""credential"": """", ""course_of_study"": ""3 week leadership program""}]",I have reviewed the above State campaign finance,,text_layer,False,Rex Burkholder,canonical_source,True,Rex Burkholder,exact_normalized_name,True,Rex Burkholder,exact_normalized_name,True,,,False,Qualified,"June 6, 2024",rexforpdx.com,"The Oxalis Group, nonprofit and campaign consulting",Metro Councilor; Bicycle Transportation Alliance - Policy Director; PSU - Student Advisor; Portland Public Schools - Teacher,"Metro Councilor, 12 years. Numerous local, state and national boards and commissions",I have reviewed the above campaign finance,False,3,4,False,candidate_filings+report2025+portland_contributions
2024,3,Sandeep Bali,sandeep bali,2024|3|sandeep bali,1,True,unrecognized_or_scanned,,,,,,,,,ocr_fallback,False,Sandeep Bali,canonical_source,True,Sandeep Bali,exact_normalized_name,True,,,False,,,False,Qualified,"July 17, 2024",,,,,,True,2,4,False,candidate_filings+report2025
