year,district,candidate,candidate_key,filing_status,filing_date,pdf_label,pdf_url,pdf_local_path,download_status,form_type_detected,filed_as,office_sought,ballot_name,campaign_website,race_ethnicity_self_reported,tribe_native_corporation_self_reported,occupation,occupational_background,prior_govt_experience,education_background,public_funding_program,candidate_committee,filing_method,parse_method,text_local_path,needs_manual_review
2024,2,Will Mespelt,2024|2|will mespelt,Qualified,"August 22, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/mespelt-aud-120/download,candidate_filings/2024/pdfs/d2/will-mespelt/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 2 (4-Year Term),Will Mespelt Page 2: Candidate Information,portlandwithwill.com,White | Page 9: Candidate Information: Demographic Information,,Property Manager,Property Manager,NA,"[{""school"": ""North Carolina State University"", ""last_grade_completed"": ""Graduate"", ""credential"": ""Diploma"", ""course_of_study"": ""Public and Interpersonal Communication""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d2/will-mespelt/candidate-filing-application.txt,False
2024,2,Chris Olson,2024|2|chris olson,Qualified,"June 18, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/chris-olson-aud-120/download,candidate_filings/2024/pdfs/d2/chris-olson/candidate-filing-application.pdf,downloaded,unrecognized_or_scanned,,,,,,,,,,,,,,text_layer,candidate_filings/2024/extracted_text/d2/chris-olson/candidate-filing-application.txt,True
2024,2,Jennifer Park,2024|2|jennifer park,Qualified,"June 20, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/jennifer-park/download,candidate_filings/2024/pdfs/d2/jennifer-park/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 2 (4-Year Term),Jennifer Park Page 2: Candidate Information,persistwithpark.com,White | Page 9: Candidate Information: Demographic Information,,"Programs Director, The Shadow Project","Principal's Secretary, Portland Public Schools, PFSP 111 Newsroom Intern, Metro Community Builder, Delivering Innovation in Supportive Housing General Manager, Windsor Hotel, Delivering Innovation in Supportive Housing Operations Manager, Delivering Innovation in Supportive Housing",NA,"[{""school"": ""Portland State University"", ""last_grade_completed"": ""In Process"", ""credential"": ""Executive Masters in Public Administration"", ""course_of_study"": """"}, {""school"": ""University of California, Santa Cruz"", ""last_grade_completed"": """", ""credential"": ""Bachelor of Arts"", ""course_of_study"": """"}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d2/jennifer-park/candidate-filing-application.txt,False
2024,2,Tiffani Penson,2024|2|tiffani penson,Qualified,"June 5, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/tiffani-penson-aud-120/download,candidate_filings/2024/pdfs/d2/tiffani-penson/candidate-filing-application.pdf,downloaded,unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,candidate_filings/2024/extracted_text/d2/tiffani-penson/candidate-filing-application.txt,True
2024,2,Antonio Jamal PettyJohnBlue,2024|2|antonio jamal pettyjohnblue,Qualified,"August 26, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/pettyjohnblue-aud-120/download,candidate_filings/2024/pdfs/d2/antonio-jamal-pettyjohnblue/candidate-filing-application.pdf,downloaded,unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,candidate_filings/2024/extracted_text/d2/antonio-jamal-pettyjohnblue/candidate-filing-application.txt,True
2024,2,Elana Pirtle-Guiney,2024|2|elana pirtle guiney,Qualified,"June 5, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/elana-pirtle-guiney-aud-120-1/download,candidate_filings/2024/pdfs/d2/elana-pirtle-guiney/candidate-filing-application.pdf,downloaded,unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,candidate_filings/2024/extracted_text/d2/elana-pirtle-guiney/candidate-filing-application.txt,True
2024,2,Dan Ryan,2024|2|dan ryan,Qualified,"June 20, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/ryan-aud-120/download,candidate_filings/2024/pdfs/d2/dan-ryan/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 2 (4-Year Term),Dan Ryan Page 2: Candidate Information,www.danryanforportland.com,White | Page 9: Candidate Information: Demographic Information,,Portland City Commissioner,"CEO, All Hands Raised, 30 Years of Leadership in non-profits, arts, healthcare and youth advocacy",Currently serving as Portland City Commissioner,"[{""school"": ""University of Oregon"", ""last_grade_completed"": ""Bachelor Degree"", ""credential"": ""Degree"", ""course_of_study"": """"}, {""school"": ""Roosevelt High School"", ""last_grade_completed"": """", ""credential"": ""Diploma"", ""course_of_study"": """"}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d2/dan-ryan/candidate-filing-application.txt,False
2024,2,Sam Sachs,2024|2|sam sachs,Qualified,"August 6, 2024",Candidate Filing Application (as amended),https://www.portland.gov/auditor/elections/documents/sachs-aud-120-amended/download,candidate_filings/2024/pdfs/d2/sam-sachs/candidate-filing-application-as-amended.pdf,downloaded,unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,candidate_filings/2024/extracted_text/d2/sam-sachs/candidate-filing-application-as-amended.txt,True
2024,2,Sam Sachs,2024|2|sam sachs,Qualified,"August 6, 2024",Candidate Filing Application (original),https://www.portland.gov/auditor/elections/documents/sachs-aud-120/download,candidate_filings/2024/pdfs/d2/sam-sachs/candidate-filing-application-original.pdf,downloaded,unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,candidate_filings/2024/extracted_text/d2/sam-sachs/candidate-filing-application-original.txt,True
2024,2,Bob Simril,2024|2|bob simril,Qualified,"June 10, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/bob-simril-aud-120/download,candidate_filings/2024/pdfs/d2/bob-simril/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 2 (4-Year Term),Bob Simril Page 2: Candidate Information,www.votebobpdx.com,Black or African American | Page 9: Candidate Information: Demographic Information,,Small Business Consultant,"Account Director, Payscale.com",NA,"[{""school"": ""Lewis and Clark College"", ""last_grade_completed"": ""College"", ""credential"": ""BA, Communications | Spanish Minor"", ""course_of_study"": """"}, {""school"": ""Grant High School"", ""last_grade_completed"": ""12"", ""credential"": ""Diploma"", ""course_of_study"": """"}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d2/bob-simril/candidate-filing-application.txt,False
2024,2,Laura Streib,2024|2|laura streib,Qualified,"August 14, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/streib-aud-120/download,candidate_filings/2024/pdfs/d2/laura-streib/candidate-filing-application.pdf,downloaded,unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,candidate_filings/2024/extracted_text/d2/laura-streib/candidate-filing-application.txt,True
2024,2,Jonathan Tasini,2024|2|jonathan tasini,Qualified,"June 20, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/tasini-aud-120/download,candidate_filings/2024/pdfs/d2/jonathan-tasini/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 2 (4-Year Term),Jonathan Tasini Page 2: Candidate Information,https://www.jonathantasini.com/,White | Page 9: Candidate Information: Demographic Information,,"Executive Director/Founder, Just Transition For All","President, Economic Future Group President, UAW Local 1981 National Campaigns and Communications Officer, Maritime Union of Australia Organizational and Communications Strategist for Various Unions",NA,"[{""school"": ""UCLA"", ""last_grade_completed"": ""Graduated"", ""credential"": ""B.A."", ""course_of_study"": ""Political Science""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d2/jonathan-tasini/candidate-filing-application.txt,False
2024,2,Liz Taylor,2024|2|liz taylor,Qualified,"June 20, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/taylor-dixon-aud-120/download,candidate_filings/2024/pdfs/d2/liz-taylor/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 2 (4-Year Term),Liz Taylor Page 2: Candidate Information,,Black or African American | Page 9: Candidate Information: Demographic Information,,Not Employed (Retired),"Corporate Sales, Management, Business Application, Trainer Call Center Manager and Display Advertising.","Governor's Task Force: Diversity Equity & Inclusion, Elected Democratic Precinct committee Person, 2 Legislative Sessions with Senator Bill McCoy","[{""school"": ""U S Grant High School"", ""last_grade_completed"": ""12th"", ""credential"": ""High School Diploma"", ""course_of_study"": ""General Studies""}, {""school"": ""Portland State University"", ""last_grade_completed"": ""na"", ""credential"": ""BS, Certificate"", ""course_of_study"": ""Political Science, Black & African Studies""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d2/liz-taylor/candidate-filing-application.txt,False
2024,2,Nat West,2024|2|nat west,Qualified,"July 31, 2024",Candidate Filing Application (as amended),https://www.portland.gov/auditor/elections/documents/west-aud-120/download,candidate_filings/2024/pdfs/d2/nat-west/candidate-filing-application-as-amended.pdf,downloaded,unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,candidate_filings/2024/extracted_text/d2/nat-west/candidate-filing-application-as-amended.txt,True
2024,2,Nat West,2024|2|nat west,Qualified,"July 31, 2024",Candidate Filing (original),https://www.portland.gov/auditor/elections/documents/west-aud-120-original/download,candidate_filings/2024/pdfs/d2/nat-west/candidate-filing-original.pdf,downloaded,unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,candidate_filings/2024/extracted_text/d2/nat-west/candidate-filing-original.txt,True
2024,2,Nabil Zaghloul,2024|2|nabil zaghloul,Qualified,"August 16, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/zaghloul-aud-120/download,candidate_filings/2024/pdfs/d2/nabil-zaghloul/candidate-filing-application.pdf,downloaded,unrecognized_or_scanned,,,,,,,,,,,,,,text_layer,candidate_filings/2024/extracted_text/d2/nabil-zaghloul/candidate-filing-application.txt,True
2024,2,Devon Horace,2024|2|devon horace,Qualification Rescinded,"August 19, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/horace-devon-aud-120/download,candidate_filings/2024/pdfs/d2/devon-horace/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 2 (4-Year Term),Devon Horace Page 2: Candidate Information,,Black or African American | 3 / 8,,Investor,"Portland Seed Fund Portland Trail Blazers Nike, Inc.",NA,"[{""school"": ""Concordia University - Portland"", ""last_grade_completed"": """", ""credential"": ""Master’s Degree"", ""course_of_study"": ""MBA - Leadership and Management""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d2/devon-horace/candidate-filing-application.txt,False
2024,3,Matthew (Matt) Anderson,2024|3|matthew matt anderson,Qualified,"June 18, 2024",Candidate Filing Application (as amended),https://www.portland.gov/auditor/elections/documents/matt-anderson-amended-aud-120/download,candidate_filings/2024/pdfs/d3/matthew-matt-anderson/candidate-filing-application-as-amended.pdf,downloaded,candidate_filing_application,Amendment,Councilor District 3 (2-Year Term),Matthew (Matt) Anderson Page 2: Candidate Information,https://mrandersonfor3.org/,Black or African American | Page 9: Candidate Information: Demographic Information,,"Math Teacher, Parkrose High School","Leodis McDaniels High School, Math Teacher Central Catholic High School, Substitute Teacher INTEL CORPORATION, Product Support Engineer AMDOCS, Application Support Engineer JOHNSON CONTROLS, INC., Process Engineer Andy Adams’ Candy, Portland, Owner Big Brothers Big Sisters, Big Brother “SAY YES! TO LIFE” COMMUNITY COMPUTING CENTER, Los Angeles, CA, Founder","Airman, United States Airforce","[{""school"": ""California State Polytechnic University at Pomona"", ""last_grade_completed"": ""16"", ""credential"": ""BS"", ""course_of_study"": ""Mechanical Engineering""}, {""school"": ""Warner Pacific University"", ""last_grade_completed"": ""18"", ""credential"": ""MAT"", ""course_of_study"": ""Master of Art in Teaching""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d3/matthew-matt-anderson/candidate-filing-application-as-amended.txt,False
2024,3,Matthew (Matt) Anderson,2024|3|matthew matt anderson,Qualified,"June 18, 2024",Candidate Filing Application (original),https://www.portland.gov/auditor/elections/documents/matt-anderson-original-aud-120/download,candidate_filings/2024/pdfs/d3/matthew-matt-anderson/candidate-filing-application-original.pdf,downloaded,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Mr. Anderson Page 2: Candidate Information,https://mrandersonfor3.org/,Black or African American | Page 9: Candidate Information: Demographic Information,,Parkrose High School,"Leodis McDaniels High School, Central Catholic Hight School, INTEL CORPORATION, AMDOCS – QPASS DIVISION, CONTROLS, INC., Andy Adams’ Candy, Big Brothers Big Sisters, ""SAY YES! TO LIFE” COMMUNITY COMPUTING CENTER","Airman, United States Air Force","[{""school"": ""California State Polytechnic University at Pomona"", ""last_grade_completed"": ""16"", ""credential"": ""BS"", ""course_of_study"": ""Mechanical Engineering""}, {""school"": ""Warner Pacific University"", ""last_grade_completed"": ""18"", ""credential"": ""MAT"", ""course_of_study"": ""Master of Art in Teaching""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d3/matthew-matt-anderson/candidate-filing-application-original.txt,False
2024,3,Sandeep Bali,2024|3|sandeep bali,Qualified,"July 17, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/sandeep-aud-120/download,candidate_filings/2024/pdfs/d3/sandeep-bali/candidate-filing-application.pdf,downloaded,unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,candidate_filings/2024/extracted_text/d3/sandeep-bali/candidate-filing-application.txt,True
2024,3,Melodie Beirwagen,2024|3|melodie beirwagen,Qualified,"August 20, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/melodie-beirwagen-aud-120-redact-2024/download,candidate_filings/2024/pdfs/d3/melodie-beirwagen/candidate-filing-application.pdf,downloaded,unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,candidate_filings/2024/extracted_text/d3/melodie-beirwagen/candidate-filing-application.txt,True
2024,3,Christopher Brummer,2024|3|christopher brummer,Qualified,"August 22, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/brummer-aud-120/download,candidate_filings/2024/pdfs/d3/christopher-brummer/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Christopher Brummer Page 2: Candidate Information,,White | 3 / 8,,Member of the proletariat.,Member of the proletariat.,Subject to it.,"[{""school"": ""Portland Public Schools"", ""last_grade_completed"": ""K-12"", ""credential"": ""Diploma"", ""course_of_study"": """"}, {""school"": ""Portland State University"", ""last_grade_completed"": """", ""credential"": ""Bachelor of Arts"", ""course_of_study"": """"}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d3/christopher-brummer/candidate-filing-application.txt,False
2024,3,Rex Burkholder,2024|3|rex burkholder,Qualified,"June 6, 2024",Candidate Filing Application (as amended),https://www.portland.gov/auditor/elections/documents/burkholder-aud-120-amended/download,candidate_filings/2024/pdfs/d3/rex-burkholder/candidate-filing-application-as-amended.pdf,downloaded,candidate_filing_application,Amendment,Councilor District 3 (2-Year Term),REX BURKHOLDER Page 2: Candidate Information,rexforpdx.com,White | Page 9: Candidate Information: Demographic Information,,"The Oxalis Group, nonprofit and campaign consulting",Metro Councilor; Bicycle Transportation Alliance - Policy Director; PSU - Student Advisor; Portland Public Schools - Teacher,"Metro Councilor, 12 years. Numerous local, state and national boards and commissions","[{""school"": ""Portland State University"", ""last_grade_completed"": """", ""credential"": ""BS"", ""course_of_study"": ""Biology""}, {""school"": ""Tufts University"", ""last_grade_completed"": """", ""credential"": ""MA"", ""course_of_study"": ""Urban and Environmental Policy""}, {""school"": ""Harvard Kennedy School of Government"", ""last_grade_completed"": """", ""credential"": """", ""course_of_study"": ""3 week leadership program""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d3/rex-burkholder/candidate-filing-application-as-amended.txt,False
2024,3,Rex Burkholder,2024|3|rex burkholder,Qualified,"June 6, 2024",Candidate Filing Application (original),https://www.portland.gov/auditor/elections/documents/burkholder-aud-120-original/download,candidate_filings/2024/pdfs/d3/rex-burkholder/candidate-filing-application-original.pdf,downloaded,unrecognized_or_scanned,,,,,,,,,,,,,,text_layer,candidate_filings/2024/extracted_text/d3/rex-burkholder/candidate-filing-application-original.txt,True
2024,3,Brian Conley,2024|3|brian conley,Qualified,"August 5, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/conley-aud-120/download,candidate_filings/2024/pdfs/d3/brian-conley/candidate-filing-application.pdf,downloaded,unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,candidate_filings/2024/extracted_text/d3/brian-conley/candidate-filing-application.txt,True
2024,3,Jesse Cornett,2024|3|jesse cornett,Qualified,"July 5, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/cornett-aud-120/download,candidate_filings/2024/pdfs/d3/jesse-cornett/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Jesse Cornett Page 2: Candidate Information,cornettforportland.com,White | Page 9: Candidate Information: Demographic Information,,"Policy and Advocacy Director, Oregon Recovers","I have worked 19 out of the past 24 years in policy process or electoral politics, including serving as a top aide to Senator Bernie Sanders during his 2020 presidential race. I have also owned and operated businesses.",None,"[{""school"": ""Portland State University"", ""last_grade_completed"": ""Master's program"", ""credential"": ""Master of Public Administration"", ""course_of_study"": """"}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d3/jesse-cornett/candidate-filing-application.txt,False
2024,3,Daniel DeMelo,2024|3|daniel demelo,Qualified,"July 5, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/demelo-redacted-aud-120/download,candidate_filings/2024/pdfs/d3/daniel-demelo/candidate-filing-application.pdf,downloaded,unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,candidate_filings/2024/extracted_text/d3/daniel-demelo/candidate-filing-application.txt,True
2024,3,Chris Flanary,2024|3|chris flanary,Qualified,"August 8, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/flanary-aud-120/download,candidate_filings/2024/pdfs/d3/chris-flanary/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 3 (2-Year Term),(Chris) Flanary Page 2: Candidate Information,www.chrisforportland.com,White | Page 9: Candidate Information: Demographic Information,,Housing Program Specialist with City of Portland,"Project Coordinator (affordable housing nonprofit), AmeriCorps VISTA",NA,"[{""school"": ""College of Charleston"", ""last_grade_completed"": ""Fourth year of four year program"", ""credential"": ""Bachelor of Science"", ""course_of_study"": ""Sociology with a minor in Women's and Gender Studies""}, {""school"": ""Clemson University"", ""last_grade_completed"": ""Third semester of four semester program"", ""credential"": ""incomplete"", ""course_of_study"": ""Applied Sociology""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d3/chris-flanary/candidate-filing-application.txt,False
2024,3,Dan Gilk,2024|3|dan gilk,Qualified,"August 19, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/gild-redacted-aud-120/download,candidate_filings/2024/pdfs/d3/dan-gilk/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Dan Gilk Page 2: Candidate Information,danforportland.com,White | Page 9: Candidate Information: Demographic Information,,Not Employed,Software Engineer,None,"[{""school"": ""Northwestern University"", ""last_grade_completed"": ""4-year university"", ""credential"": ""Bachelors of Science"", ""course_of_study"": ""Computer Engineering""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d3/dan-gilk/candidate-filing-application.txt,False
2024,3,Theo Hathaway Saner,2024|3|theo hathaway saner,Qualified,"June 5, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/hathaway-saner-aud-120/download,candidate_filings/2024/pdfs/d3/theo-hathaway-saner/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Theo Hathaway Saner Page 2: Candidate Information,theohathawaysaner.com,White | Page 9: Candidate Information: Demographic Information,,"Property Management & Resident Services Manager, Portland Community Reinvestment Initiates. Board Member, WeShine Initiatives (Micro-Village Program) Volunteer, Columbia Lions Club","Property Inspector, Legacy Property Management Appraiser, Porch Light Appraisal Service Industry Worker, too many to name",na,"[{""school"": ""Portland State University"", ""last_grade_completed"": ""Baccalaureate"", ""credential"": ""Degree"", ""course_of_study"": ""Community Development Major, Property Development""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d3/theo-hathaway-saner/candidate-filing-application.txt,False
2024,3,Clifford Higgins,2024|3|clifford higgins,Qualified,"August 27, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/higgins-aud-120/download,candidate_filings/2024/pdfs/d3/clifford-higgins/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Clifford Higgins Page 2: Candidate Information,,"American Indian or Alaskan Native (if selected, a text | your Tribe or Native Corporation, if desired)","American Indian or Alaskan Native (if selected, a text",Not Employed,Communications Manager for Metro,None,"[{""school"": ""Lewis & Clark Law School"", ""last_grade_completed"": ""Graduated"", ""credential"": ""Juris Doctor"", ""course_of_study"": ""Law""}, {""school"": ""Portland State University"", ""last_grade_completed"": ""Graduated"", ""credential"": ""Bachelors"", ""course_of_study"": ""English, Anthropology""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d3/clifford-higgins/candidate-filing-application.txt,False
2024,3,Patrick Hilton,2024|3|patrick hilton,Qualified,"August 23, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/hilton-aud-120/download,candidate_filings/2024/pdfs/d3/patrick-hilton/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Patrick Hilton Page 2: Candidate Information,https://www.instagram.com/votepatrickhilton4d3pdx,White | Page 9: Candidate Information: Demographic Information,,"Design/Build, Artist","Architectural Designer and Illustrator, Planning Assistant, Oregon Parks and Recreation Dept. (Park Ranger, Environmental Educator, Natural Resource Specialist) Portland Parks and Recreation (Park Host), PDX Main Streets Volunteer, Architectural Interpreter, Actor, Hospitality Arts",N/A,"[{""school"": ""University of Oregon"", ""last_grade_completed"": ""16"", ""credential"": ""BS Planning, Public Policy and Management"", ""course_of_study"": ""Urban Design""}, {""school"": ""Portland Community College"", ""last_grade_completed"": ""N/A"", ""credential"": """", ""course_of_study"": ""CAD Drafting/Building Construction Technology""}, {""school"": ""University of Illinois at Chicago"", ""last_grade_completed"": ""14"", ""credential"": ""N/A"", ""course_of_study"": ""Architecture""}, {""school"": ""Moraine Valley Community College"", ""last_grade_completed"": ""N/A"", ""credential"": ""Certificate of Mechanical Engineering"", ""course_of_study"": ""AutoCAD""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d3/patrick-hilton/candidate-filing-application.txt,False
2024,3,Kelly Janes (KJ),2024|3|kelly janes kj,Qualified,"August 27, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/janes-aud-120/download,candidate_filings/2024/pdfs/d3/kelly-janes-kj/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Kelly Janes (KJ) Page 2: Candidate Information,https://kj4pdx.com,White | Page 9: Candidate Information: Demographic Information,,"Small Business Owner, Web Design & Development; Chair/President, Foster-Powell Neighborhood Association; President, Benson TechBoosters","Small Business (Founder), Tech/Creative (Freelance), Legal IT (Business Analysis/Budget Supervisor), Education (Computer Teacher, Network Administrator, Department Chair), Tech Support","Communications Chair, Foster-Powell Neighborhood Association; Secretary, Benson TechBoosters","[{""school"": ""UC Berkeley"", ""last_grade_completed"": """", ""credential"": ""BA Anthropology"", ""course_of_study"": ""Social Anthropology & Native American Studies""}, {""school"": ""NYU"", ""last_grade_completed"": """", ""credential"": """", ""course_of_study"": ""Continuing Education, Energy and Environment""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d3/kelly-janes-kj/candidate-filing-application.txt,False
2024,3,Harrison Kass,2024|3|harrison kass,Qualified,"August 27, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/kass-aud-120/download,candidate_filings/2024/pdfs/d3/harrison-kass/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Harrison Kass Page 2: Candidate Information,kassforpdx.com,Prefer Not to Answer | Page 9: Candidate Information: Demographic Information,,Policy Advisor - Office of Commissioner Rene Gonzalez,Government; Attorney; Journalist; Misc.,NA,"[{""school"": ""New York University"", ""last_grade_completed"": ""MA"", ""credential"": ""MA"", ""course_of_study"": ""International Relations and Global Journalism""}, {""school"": ""University of Oregon School of Law"", ""last_grade_completed"": ""JD"", ""credential"": ""JD"", ""course_of_study"": ""Jurisprudence""}, {""school"": ""Lake Forest College"", ""last_grade_completed"": ""BA"", ""credential"": ""BA"", ""course_of_study"": ""History Major, Cinema Studies Minor""}, {""school"": ""Newtown High School"", ""last_grade_completed"": ""12"", ""credential"": ""HS"", ""course_of_study"": """"}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d3/harrison-kass/candidate-filing-application.txt,False
2024,3,Philippe Knab,2024|3|philippe knab,Qualified,"June 5, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/philippe-knab/download,candidate_filings/2024/pdfs/d3/philippe-knab/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Philippe Knab Page 2: Candidate Information,philippeforportland.com,Prefer Not to Answer | Page 9: Candidate Information: Demographic Information,,"Reentry and Eviction Defense Program Manager, Washington State Office of Civil Legal Aid (Paid)","Public Defender- Bronx Defenders, Staff Attorney and Supervising Attorney-The Legal Aid Society, Supervising Attorney-New York City Commission on Human Rights, Managing Attorney-The Northwest Justice Project",Not Elected or Appointed but I worked at the New York City Commission on Human Rights as Supervising Attorney and Currently work as Reentry and Eviction Defense Program Manager for Washington State Office of Civil Legal Aid,"[{""school"": ""Macalester College"", ""last_grade_completed"": ""graduated"", ""credential"": ""BA"", ""course_of_study"": """"}, {""school"": ""Brooklyn Law School"", ""last_grade_completed"": ""graduated"", ""credential"": ""JD"", ""course_of_study"": """"}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d3/philippe-knab/candidate-filing-application.txt,False
