year,district,candidate,candidate_key,filing_status,filing_date,form_type_detected,filed_as,office_sought,ballot_name,campaign_website,race_ethnicity_self_reported,tribe_native_corporation_self_reported,occupation,occupational_background,prior_govt_experience,education_background,public_funding_program,candidate_committee,filing_method,parse_method,needs_manual_review
2024,3,Daniel DeMelo,2024|3|daniel demelo,Qualified,"July 5, 2024",unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,True
2024,3,David O'Connor,2024|3|david o connor,Qualified,"June 24, 2024",candidate_filing_application,Original,Councilor District 3 (2-Year Term),David O'Connor Page 2: Candidate Information,,White | 3 / 8,,Assistant General Manager of Hotel deLuxe,Housekeeping Manager at Multnomah Athletic Club. Director of Housekeeping at the Hotel Vintage,N/A,"[{""school"": ""University of Wisconsin - Stout"", ""last_grade_completed"": ""5 years"", ""credential"": ""Not Graduated"", ""course_of_study"": ""Hotel Restaurant and Toursim Managment""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,3,Harrison Kass,2024|3|harrison kass,Qualified,"August 27, 2024",candidate_filing_application,Original,Councilor District 3 (2-Year Term),Harrison Kass Page 2: Candidate Information,kassforpdx.com,Prefer Not to Answer | Page 9: Candidate Information: Demographic Information,,Policy Advisor - Office of Commissioner Rene Gonzalez,Government; Attorney; Journalist; Misc.,NA,"[{""school"": ""New York University"", ""last_grade_completed"": ""MA"", ""credential"": ""MA"", ""course_of_study"": ""International Relations and Global Journalism""}, {""school"": ""University of Oregon School of Law"", ""last_grade_completed"": ""JD"", ""credential"": ""JD"", ""course_of_study"": ""Jurisprudence""}, {""school"": ""Lake Forest College"", ""last_grade_completed"": ""BA"", ""credential"": ""BA"", ""course_of_study"": ""History Major, Cinema Studies Minor""}, {""school"": ""Newtown High School"", ""last_grade_completed"": ""12"", ""credential"": ""HS"", ""course_of_study"": """"}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,3,Heart Free Pham,2024|3|heart free pham,Qualified,"August 12, 2024",candidate_filing_application,Amendment,Councilor District 3 (2-Year Term),Heart Free Pham Page 2: Candidate Information,,Asian or Asian American | White,,Rail Road Conductor,English as a Second Language Teacher,Community Organizer - Bernie Sanders 2016 Presidential Campaign,"[{""school"": ""University of Puget Sound"", ""last_grade_completed"": ""Senior Year"", ""credential"": ""Bachelor of Science"", ""course_of_study"": ""Biochemistry""}, {""school"": ""Benson Polytechnic High School"", ""last_grade_completed"": ""12th"", ""credential"": ""Diploma"", ""course_of_study"": ""Health Occupations""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,3,Jaclyn Smith-Moore,2024|3|jaclyn smith moore,Qualified,"July 17, 2024",candidate_filing_application,Original,Councilor District 3 (2-Year Term),Jaclyn Smith-Moore Page 2: Candidate Information,https://jaclyn4pdx.com/,White | Page 9: Candidate Information: Demographic Information,,"Senior Web Developer, Paid","Senior Web Developer, Paid",NA,"[{""school"": ""Lakeland Christian Academy"", ""last_grade_completed"": ""12"", ""credential"": ""High School Deploma"", ""course_of_study"": """"}, {""school"": ""Indiana University Purdue University Fort Wayne (IPFW)"", ""last_grade_completed"": """", ""credential"": """", ""course_of_study"": ""Graphic Design""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,3,Jesse Cornett,2024|3|jesse cornett,Qualified,"July 5, 2024",candidate_filing_application,Original,Councilor District 3 (2-Year Term),Jesse Cornett Page 2: Candidate Information,cornettforportland.com,White | Page 9: Candidate Information: Demographic Information,,"Policy and Advocacy Director, Oregon Recovers","I have worked 19 out of the past 24 years in policy process or electoral politics, including serving as a top aide to Senator Bernie Sanders during his 2020 presidential race. I have also owned and operated businesses.",None,"[{""school"": ""Portland State University"", ""last_grade_completed"": ""Master's program"", ""credential"": ""Master of Public Administration"", ""course_of_study"": """"}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,3,John Sweeney,2024|3|john sweeney,Qualified,"August 27, 2024",unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,True
2024,3,Jonathan (Jon) Walker,2024|3|jonathan jon walker,Qualified,"August 26, 2024",candidate_filing_application,Amendment,Councilor District 3 (2-Year Term),Jonathan (Jon) Walker Page 2: Candidate Information,Walkerforportland.com,White | 3 / 8,,Policy Analyst at the Oregon Health Authority Office of Actuarial and Financial Analytic,NA,NA,"[{""school"": ""Portland State University"", ""last_grade_completed"": ""Masters"", ""credential"": ""Master's Degree"", ""course_of_study"": ""Public Policy""}, {""school"": ""Wesleyan University"", ""last_grade_completed"": """", ""credential"": ""Bachelor's Degree"", ""course_of_study"": ""Chemistry""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,3,Kelly Janes (KJ),2024|3|kelly janes kj,Qualified,"August 27, 2024",candidate_filing_application,Original,Councilor District 3 (2-Year Term),Kelly Janes (KJ) Page 2: Candidate Information,https://kj4pdx.com,White | Page 9: Candidate Information: Demographic Information,,"Small Business Owner, Web Design & Development; Chair/President, Foster-Powell Neighborhood Association; President, Benson TechBoosters","Small Business (Founder), Tech/Creative (Freelance), Legal IT (Business Analysis/Budget Supervisor), Education (Computer Teacher, Network Administrator, Department Chair), Tech Support","Communications Chair, Foster-Powell Neighborhood Association; Secretary, Benson TechBoosters","[{""school"": ""UC Berkeley"", ""last_grade_completed"": """", ""credential"": ""BA Anthropology"", ""course_of_study"": ""Social Anthropology & Native American Studies""}, {""school"": ""NYU"", ""last_grade_completed"": """", ""credential"": """", ""course_of_study"": ""Continuing Education, Energy and Environment""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,3,Kenneth (Kent) R Landgraver III,2024|3|kenneth kent r landgraver iii,Qualified,"July 30, 2024",candidate_filing_application,Original,Councilor District 3 (2-Year Term),Kenneth (Kent) R Landgraver III Page 2: Candidate Information,,White | Page 9: Candidate Information: Demographic Information,,"Scientific Instrument Technician, Oregon OSHA",Oregon Army National Guard - 31 years - Retired Operations Manager C&L Terminals,None,"[{""school"": ""Oregon State University"", ""last_grade_completed"": ""Sophmore"", ""credential"": ""Degree"", ""course_of_study"": ""Chemical Engineering""}, {""school"": ""Lincoln High School"", ""last_grade_completed"": ""12th"", ""credential"": ""Diploma"", ""course_of_study"": ""Honors""}, {""school"": ""US Army Signal Corps School"", ""last_grade_completed"": ""48 weeks"", ""credential"": ""Certificate"", ""course_of_study"": ""Tactical Microwave Systems Repairer""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,3,Kezia Wanner,2024|3|kezia wanner,Qualified,"August 21, 2024",candidate_filing_application,Amendment,Councilor District 3 (2-Year Term),Kezia Wanner Page 2: Candidate Information,Keziaforportland.com,Prefer Not to Answer | Page 9: Candidate Information: Demographic Information,,"Business Administration and Compliance Director, Oregon Department of Emergency Management","Deputy Director, Portland Fire Bureau Assistant City Manager, Newberg Oregon Deputy Director, Multnomah County Sheriff's Office Senior Budget Analyst, City of Portland Budget Office Program Manager/ Analyst, Portland Police Bureau",City of Woodburn City of Newberg City of Portland Multnomah County State of Oregon,"[{""school"": ""California State University Fullerton"", ""last_grade_completed"": ""Masters Degree"", ""credential"": ""Masters Degree"", ""course_of_study"": ""History""}, {""school"": ""University of Oregon"", ""last_grade_completed"": """", ""credential"": ""coursework"", ""course_of_study"": ""History""}, {""school"": ""Portland State Community College"", ""last_grade_completed"": """", ""credential"": ""coursework"", ""course_of_study"": ""Accounting""}, {""school"": ""Saddleback Community College"", ""last_grade_completed"": """", ""credential"": ""Associates Degree"", ""course_of_study"": ""General Studies""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,3,Luke Zak,2024|3|luke zak,Qualified,"June 5, 2024",unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,True
2024,3,Matthew (Matt) Anderson,2024|3|matthew matt anderson,Qualified,"June 18, 2024",candidate_filing_application,Amendment,Councilor District 3 (2-Year Term),Matthew (Matt) Anderson Page 2: Candidate Information,https://mrandersonfor3.org/,Black or African American | Page 9: Candidate Information: Demographic Information,,"Math Teacher, Parkrose High School","Leodis McDaniels High School, Math Teacher Central Catholic High School, Substitute Teacher INTEL CORPORATION, Product Support Engineer AMDOCS, Application Support Engineer JOHNSON CONTROLS, INC., Process Engineer Andy Adams’ Candy, Portland, Owner Big Brothers Big Sisters, Big Brother “SAY YES! TO LIFE” COMMUNITY COMPUTING CENTER, Los Angeles, CA, Founder","Airman, United States Airforce","[{""school"": ""California State Polytechnic University at Pomona"", ""last_grade_completed"": ""16"", ""credential"": ""BS"", ""course_of_study"": ""Mechanical Engineering""}, {""school"": ""Warner Pacific University"", ""last_grade_completed"": ""18"", ""credential"": ""MAT"", ""course_of_study"": ""Master of Art in Teaching""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,3,Melodie Beirwagen,2024|3|melodie beirwagen,Qualified,"August 20, 2024",unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,True
2024,3,Mu-Yin Chen (Mollie),2024|3|mu yin chen mollie,Candidacy Withdrawn,"August 12, 2024",unrecognized_or_scanned,,,,,,,,,,,,,,text_layer,True
2024,3,Patrick Hilton,2024|3|patrick hilton,Qualified,"August 23, 2024",candidate_filing_application,Original,Councilor District 3 (2-Year Term),Patrick Hilton Page 2: Candidate Information,https://www.instagram.com/votepatrickhilton4d3pdx,White | Page 9: Candidate Information: Demographic Information,,"Design/Build, Artist","Architectural Designer and Illustrator, Planning Assistant, Oregon Parks and Recreation Dept. (Park Ranger, Environmental Educator, Natural Resource Specialist) Portland Parks and Recreation (Park Host), PDX Main Streets Volunteer, Architectural Interpreter, Actor, Hospitality Arts",N/A,"[{""school"": ""University of Oregon"", ""last_grade_completed"": ""16"", ""credential"": ""BS Planning, Public Policy and Management"", ""course_of_study"": ""Urban Design""}, {""school"": ""Portland Community College"", ""last_grade_completed"": ""N/A"", ""credential"": """", ""course_of_study"": ""CAD Drafting/Building Construction Technology""}, {""school"": ""University of Illinois at Chicago"", ""last_grade_completed"": ""14"", ""credential"": ""N/A"", ""course_of_study"": ""Architecture""}, {""school"": ""Moraine Valley Community College"", ""last_grade_completed"": ""N/A"", ""credential"": ""Certificate of Mechanical Engineering"", ""course_of_study"": ""AutoCAD""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,3,Philippe Knab,2024|3|philippe knab,Qualified,"June 5, 2024",candidate_filing_application,Original,Councilor District 3 (2-Year Term),Philippe Knab Page 2: Candidate Information,philippeforportland.com,Prefer Not to Answer | Page 9: Candidate Information: Demographic Information,,"Reentry and Eviction Defense Program Manager, Washington State Office of Civil Legal Aid (Paid)","Public Defender- Bronx Defenders, Staff Attorney and Supervising Attorney-The Legal Aid Society, Supervising Attorney-New York City Commission on Human Rights, Managing Attorney-The Northwest Justice Project",Not Elected or Appointed but I worked at the New York City Commission on Human Rights as Supervising Attorney and Currently work as Reentry and Eviction Defense Program Manager for Washington State Office of Civil Legal Aid,"[{""school"": ""Macalester College"", ""last_grade_completed"": ""graduated"", ""credential"": ""BA"", ""course_of_study"": """"}, {""school"": ""Brooklyn Law School"", ""last_grade_completed"": ""graduated"", ""credential"": ""JD"", ""course_of_study"": """"}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,3,Rex Burkholder,2024|3|rex burkholder,Qualified,"June 6, 2024",candidate_filing_application,Amendment,Councilor District 3 (2-Year Term),REX BURKHOLDER Page 2: Candidate Information,rexforpdx.com,White | Page 9: Candidate Information: Demographic Information,,"The Oxalis Group, nonprofit and campaign consulting",Metro Councilor; Bicycle Transportation Alliance - Policy Director; PSU - Student Advisor; Portland Public Schools - Teacher,"Metro Councilor, 12 years. Numerous local, state and national boards and commissions","[{""school"": ""Portland State University"", ""last_grade_completed"": """", ""credential"": ""BS"", ""course_of_study"": ""Biology""}, {""school"": ""Tufts University"", ""last_grade_completed"": """", ""credential"": ""MA"", ""course_of_study"": ""Urban and Environmental Policy""}, {""school"": ""Harvard Kennedy School of Government"", ""last_grade_completed"": """", ""credential"": """", ""course_of_study"": ""3 week leadership program""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,3,Sandeep Bali,2024|3|sandeep bali,Qualified,"July 17, 2024",unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,True
2024,3,Steve Novick,2024|3|steve novick,Qualified,"August 19, 2024",candidate_filing_application,Original,Councilor District 3 (2-Year Term),Steve Novick Page 2: Candidate Information,novickforportland.com,White | Page 9: Candidate Information: Demographic Information,,"Special Assistant Attorney General, Oregon Department of Justice","Portland City Commissioner; environmental lawyer, public policy researcher, non-profit director","Portland City Commissioner; Trial Attorney, U.S. Department of Justice, Environmental Enforcement Section","[{""school"": ""University of Oregon"", ""last_grade_completed"": ""16th"", ""credential"": ""B.A., Honors College"", ""course_of_study"": ""History""}, {""school"": ""Harvard Law School"", ""last_grade_completed"": ""19th"", ""credential"": ""J.D."", ""course_of_study"": ""Law""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,3,Terry Parker,2024|3|terry parker,Qualified,"June 6, 2024",unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,True
2024,3,Theo Hathaway Saner,2024|3|theo hathaway saner,Qualified,"June 5, 2024",candidate_filing_application,Original,Councilor District 3 (2-Year Term),Theo Hathaway Saner Page 2: Candidate Information,theohathawaysaner.com,White | Page 9: Candidate Information: Demographic Information,,"Property Management & Resident Services Manager, Portland Community Reinvestment Initiates. Board Member, WeShine Initiatives (Micro-Village Program) Volunteer, Columbia Lions Club","Property Inspector, Legacy Property Management Appraiser, Porch Light Appraisal Service Industry Worker, too many to name",na,"[{""school"": ""Portland State University"", ""last_grade_completed"": ""Baccalaureate"", ""credential"": ""Degree"", ""course_of_study"": ""Community Development Major, Property Development""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,3,Tiffany Koyama Lane,2024|3|tiffany koyama lane,Qualified,"July 2, 2024",candidate_filing_application,Amendment,Councilor District 3 (2-Year Term),Tiffany Koyama Lane Page 2: Candidate Information,www.teachertiffanyforthepeople.com,Asian or Asian American | Page 9: Candidate Information: Demographic Information,,"Teacher, Portland Public Schools","Teacher, Portland Public Schools, 2012-present Teacher, New York Public Schools, 2009-2012",NA,"[{""school"": ""University of Oregon"", ""last_grade_completed"": ""Master's Degree"", ""credential"": ""M.Ed"", ""course_of_study"": ""Elementary Education with ESOL Endorsement""}, {""school"": ""University of Oregon"", ""last_grade_completed"": ""Bachelor's Degree"", ""credential"": ""B.A."", ""course_of_study"": ""Spanish and Educational Studies (Honors, Magna Cum""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Andra Vltavín,2024|4|andra vltavin,Qualified,"July 31, 2024",candidate_filing_application,Amendment,Councilor District 4 (2-Year Term),Andra Vltavín Page 2: Candidate Information,andraforpdx.com,"Not Listed (please specify): | Czech, Danish, French, British",,"-Co-director of Ethical Yarn Community -Volunteer at 350PDX, Extinction Rebellion PDX, and Portland Mutual Aid Network","-Co-founder and board member of First Matter Press, a press publishing first-time BIPOC and LGBTQ+ authors -Creative reuse specialist at SCRAP PDX -Class action lawsuit documentation proofreader at Epiq",None,"[{""school"": ""University of Utah"", ""last_grade_completed"": ""Bachelor's"", ""credential"": ""Bachelor's Degree"", ""course_of_study"": ""English, psychology, and religious studies""}, {""school"": ""Weber High School"", ""last_grade_completed"": ""12th"", ""credential"": ""High School Diploma"", ""course_of_study"": """"}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Ben Hufford,2024|4|ben hufford,Qualified,"June 11, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),Ben Hufford Page 2: Candidate Information,ben4portland.com,White | Page 9: Candidate Information: Demographic Information,,"Architect and Owner, Design Department Architecture, Jan 2008 - Present","Architect, YGH, 2000-2005 Architect, ZGF Architects, 1996-1999",NA,"[{""school"": ""Harvard University"", ""last_grade_completed"": ""20th"", ""credential"": ""MArch"", ""course_of_study"": ""Architecture""}, {""school"": ""Carleton College"", ""last_grade_completed"": ""16th"", ""credential"": ""BA"", ""course_of_study"": ""Fine Art""}, {""school"": ""Columbia University"", ""last_grade_completed"": ""15th"", ""credential"": """", ""course_of_study"": ""Architecture""}, {""school"": ""Birmingham Seaholm High School"", ""last_grade_completed"": ""12th"", ""credential"": ""Diploma"", ""course_of_study"": """"}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Bob Callahan,2024|4|bob callahan,Qualified,"August 19, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),Bob Callahan Page 2: Candidate Information,electbobcallahan.com,White | Page 9: Candidate Information: Demographic Information,,councilor and attorney at law,Attorney at Law in Portland since 1988.,NA,"[{""school"": ""Jesuit High School / Portland"", ""last_grade_completed"": ""12"", ""credential"": ""Diploma"", ""course_of_study"": ""General""}, {""school"": ""University of Oregon / Eugene"", ""last_grade_completed"": ""16"", ""credential"": ""B.S. Human Communication"", ""course_of_study"": ""Speech Sciences""}, {""school"": ""Portland State University / Portland"", ""last_grade_completed"": ""19"", ""credential"": ""post graduate"", ""course_of_study"": ""Urban Planning / Land Use Law""}, {""school"": ""Northwestern School of Law / Lewis & Clark College /"", ""last_grade_completed"": ""20"", ""credential"": ""Juris Doctor"", ""course_of_study"": ""Legal Arts""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Bob Weinstein,2024|4|bob weinstein,Qualified,"June 5, 2024",unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,True
2024,4,Brandon Farley,2024|4|brandon farley,Qualified,"June 17, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),Brandon Farley Page 2: Candidate Information,,White | 3 / 8,,Not Employed,None,None,"[{""school"": ""Osceola County Learning Center"", ""last_grade_completed"": ""9th"", ""credential"": ""GED"", ""course_of_study"": """"}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Chad Lykins,2024|4|chad lykins,Qualified,"July 3, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),Chad Lykins Page 2: Candidate Information,lykinsforportland.com,White | Page 9: Candidate Information: Demographic Information,,"Founder, Rose City chess","Assistant Professor, University of Hong Kong; Small Business Owner; Policy Researcher",Democratic Precinct Committeeperson,"[{""school"": ""Vanderbilt University"", ""last_grade_completed"": """", ""credential"": ""PhD"", ""course_of_study"": ""Leadership and Policy Studies""}, {""school"": ""College of Charleston"", ""last_grade_completed"": """", ""credential"": ""Bachelor's"", ""course_of_study"": ""Philosophy""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Chloe Mason,2024|4|chloe mason,Qualified,"August 27, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),Chloe Mason Page 2: Candidate Information,www.chloemasonforpdx.com,Black or African American | White,,"Fitness Model, Author","Business Management, Marketing",Portland Police Bureau Equity Advisory Counsel,"[{""school"": ""Olympic College"", ""last_grade_completed"": ""N/A"", ""credential"": ""GED"", ""course_of_study"": """"}, {""school"": ""Portland Communtiy College"", ""last_grade_completed"": ""Freshman"", ""credential"": ""Transfer"", ""course_of_study"": """"}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Chris Henry,2024|4|chris henry,Qualified,"July 1, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),"""Chris Henry"" Page 2: Candidate Information",www.chrishenry.org,White | Not Listed (please specify):,,"Not Employed / ""Semi""-retired (trying not to drive semi trucks any more)","Teamster Truck Driver YELLOW FREIGHT 6845 N CUTTER CIRCLE PORTLAND, OR 97219 (Yellow closed their doors and filed bankruptcy after 100 years, laying off 30,000 employees. I had 20 years of service.","None, as yet","[{""school"": ""Portland State University"", ""last_grade_completed"": ""(I must only complete the math requirement)"", ""credential"": ""Currently In Progress (Expect to complete math by"", ""course_of_study"": ""BS in Communication w/ a Minor in Civic Leadership""}, {""school"": ""Portland Community College"", ""last_grade_completed"": ""Currently attending to complete math requirement for"", ""credential"": ""Currently In Progress (Expect to complete math by"", ""course_of_study"": ""AS Transfer Degree Requirement w/ Math Requirement""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Ciatta R Thompson,2024|4|ciatta r thompson,Qualified,"July 11, 2024",candidate_filing_application,Amendment,Councilor District 4 (2-Year Term),Ciatta R. Thompson Page 2: Candidate Information,,Black or African American | 3 / 8,,Front Office Manager paid,Travel and Hotel Hospitality paid,Community Affairs Advisory Board appointed,"[{""school"": ""Florida Atlantic University"", ""last_grade_completed"": ""none"", ""credential"": ""none"", ""course_of_study"": ""Urban Planning""}, {""school"": ""Johnson and Wales University"", ""last_grade_completed"": ""none"", ""credential"": ""none"", ""course_of_study"": ""Sports Management""}, {""school"": ""Webster University"", ""last_grade_completed"": ""none"", ""credential"": ""none"", ""course_of_study"": ""Film Studies""}, {""school"": ""University of Missouri-St. Louis"", ""last_grade_completed"": ""none"", ""credential"": ""none"", ""course_of_study"": ""Communications""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Eli Arnold,2024|4|eli arnold,Qualified,"June 10, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),Eli Arnold Page 2: Candidate Information,www.eliforportland.com,White | Page 9: Candidate Information: Demographic Information,,Police Officer,"Human Intelligence Analysis Cell Team Leader, US Army Blackhawk Pilot, Daffin Heights Community Garden founder",None,"[{""school"": ""Portland State University"", ""last_grade_completed"": """", ""credential"": ""BS"", ""course_of_study"": ""Science""}, {""school"": ""US Army Military Intelligence Center"", ""last_grade_completed"": """", ""credential"": ""Human Intelligence Collector"", ""course_of_study"": """"}, {""school"": ""US Army Aviation Center"", ""last_grade_completed"": """", ""credential"": ""Blackhawk Helicopter Pilot"", ""course_of_study"": """"}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Eric Zimmerman,2024|4|eric zimmerman,Qualified,"July 10, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),Eric Zimmerman Page 2: Candidate Information,www.ez4pdx.com,White | Page 9: Candidate Information: Demographic Information,,"Chief of Staff, Multnomah County Commissioner Julia Brim-Edwards","Senior Advisor for the Central City, Portland Mayor; Deputy Chief, Office of Defense Cooperation, U.S. Embassy Dhaka; Operations Officer, NATO Kosovo; Deputy City Manager, City of Medford; Assistant City Manager, City of Tigard; Chief of Staff, Multnomah County Commissioner Diane McKeel","Chief of Staff, Multnomah County District 3; Senior Advisor, Portland Mayor's Officer; Deputy City Manager, City of Medford; Assistant City Manager, City of Tigard; Chief of Staff, Multnomah County District 4; Board Member, Multnomah County Veterans Task Force; 17 years as a Commissioned officer in the U.S. Army and Oregon Army National Guard with assignments in Iraq, Kosovo, and Bangladesh.","[{""school"": ""University of Portland"", ""last_grade_completed"": """", ""credential"": ""MBA"", ""course_of_study"": ""Non-Profit Business Administration""}, {""school"": ""University of Portland"", ""last_grade_completed"": """", ""credential"": ""BS"", ""course_of_study"": ""Organizational Communication""}, {""school"": ""Clackamas High School"", ""last_grade_completed"": ""12"", ""credential"": ""Diploma"", ""course_of_study"": ""General""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,James Bryan,2024|4|james bryan,Candidacy Withdrawn,"August 26, 2024",unrecognized_or_scanned,,,,,,,,,,,,,,text_layer,True
2024,4,Jeremy Beausoleil Smith,2024|4|jeremy beausoleil smith,Candidacy Withdrawn,"June 5, 2024",unrecognized_or_scanned,,,,,,,,,,,,,,text_layer,True
2024,4,John J Goldsmith,2024|4|john j goldsmith,Qualified,"July 29, 2024",unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,True
2024,4,John Toran,2024|4|john toran,Qualified,"August 27, 2024",unrecognized_or_scanned,,,,,,,,,,,,,,text_layer,True
2024,4,Joseph (Joe) Alfone,2024|4|joseph joe alfone,Qualified,"August 20, 2024",candidate_filing_application,Amendment,Councilor District 4 (2-Year Term),JOSEPH (JOE) ALFONE Page 2: Candidate Information,,"Hispanic, Latino, Latina, or Latinx | White",,Food & Beverage Hourly Wage Attendant Moda Center & Statewide Ballot Access Initiative Canvasser,English as a Second Language (ESL) Teacher for 8 years in People's Republic of China (PRC) and briefly in Russia,1. Elected Junior Class President Riverdale High School New Orleans 2. Candidate Louisiana State University Student Government President 3. Nationwide Ballot Access Canvasser Ralph Nader for President Campaign 4. Candidate Louisiana State Representative District 91 New Orleans 5. Eastern United States National Organizer Ralph Nader for President Campaign,"[{""school"": ""Louisiana State University"", ""last_grade_completed"": ""Bachelor's Degree"", ""credential"": ""Bachelor of General Studies"", ""course_of_study"": ""Political-Science History Sociology""}, {""school"": ""Bridge-Linguatec Denver Colorado"", ""last_grade_completed"": ""ESL Certification"", ""credential"": ""English as a Second Language Certificate"", ""course_of_study"": ""ESL Teacher""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Kelly Doyle,2024|4|kelly doyle,Qualified,"June 27, 2024",unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,True
2024,4,Kevin Goldsmith,2024|4|kevin goldsmith,Qualified,"July 8, 2024",unrecognized_or_scanned,,,,,,,,,,,,,,text_layer,True
2024,4,L Christopher Regis,2024|4|l christopher regis,Qualified,"August 27, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),L.Christopher Regis Page 2: Candidate Information,,Prefer Not to Answer | Page 9: Candidate Information: Demographic Information,,business owner. Green Century Recycling,Business owner in Portland for 20 years,NA,"[{""school"": ""Portland State University"", ""last_grade_completed"": ""14"", ""credential"": ""2 year degree in digital music production"", ""course_of_study"": ""music""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Lee Odell,2024|4|lee odell,Qualified,"August 20, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),Lee Odell Page 2: Candidate Information,,Prefer Not to Answer | Page 9: Candidate Information: Demographic Information,,Retired,"U.S. Navy Submarine Service, Nuclear Power Reactor Operator, Audiologist, Financial CCpmptrtoller in woods products industry, Maner of Financial Offices for private college, Director of Physical Plant for private college, Director of Communication Services for private college.",None,"[{""school"": ""Parkrose"", ""last_grade_completed"": ""12"", ""credential"": ""yes"", ""course_of_study"": ""General""}, {""school"": ""Portland State College"", ""last_grade_completed"": """", ""credential"": ""Bachelor of Science"", ""course_of_study"": ""General Science""}, {""school"": ""Portland State University"", ""last_grade_completed"": """", ""credential"": ""Masters of Science"", ""course_of_study"": ""Audiology""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Lisa Freeman,2024|4|lisa freeman,Qualified,"June 13, 2024",unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,True
2024,4,Michael Trimble,2024|4|michael trimble,Qualified,"June 10, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),Michael Trimble Page 2: Candidate Information,iamwithmichael.com,White | Page 9: Candidate Information: Demographic Information,,customer service,customer service healthcare,none,"[{""school"": ""duquesne university"", ""last_grade_completed"": ""graduated"", ""credential"": ""bachelors"", ""course_of_study"": ""political science""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
